epoch,cosine_similarity,loss,val_cosine_similarity,val_loss
0,0.9761294722557068,1381.998291015625,0.9797172546386719,1329.7640380859375
1,0.9762319326400757,1330.4110107421875,0.9797172546386719,1321.1483154296875
2,0.9762319326400757,1335.99755859375,0.9797172546386719,1338.395751953125
3,0.9762319326400757,1324.5682373046875,0.9797172546386719,1313.7935791015625
4,0.9762319326400757,1321.00634765625,0.9797172546386719,1305.53515625
5,0.9762319326400757,1312.485595703125,0.9797172546386719,1294.4671630859375
6,0.9762319326400757,1309.0111083984375,0.9797172546386719,1325.1258544921875
7,0.9762319326400757,1302.4583740234375,0.9797172546386719,1309.01416015625
8,0.9762319326400757,1317.4547119140625,0.9797172546386719,1306.0811767578125
9,0.9762319326400757,1309.175048828125,0.9797172546386719,1318.1419677734375
10,0.9762319326400757,1367.3193359375,0.9797172546386719,1464.9473876953125
11,0.9762319326400757,1353.435791015625,0.9797172546386719,1327.3349609375
12,0.9762319326400757,1325.664794921875,0.9797172546386719,1296.93701171875
13,0.9762319326400757,1311.8465576171875,0.9797172546386719,1319.5802001953125
14,0.9762319326400757,1294.9237060546875,0.9797172546386719,1335.2579345703125
15,0.9762319326400757,1316.256591796875,0.9797172546386719,1418.809814453125
16,0.9762319326400757,1306.835693359375,0.9797172546386719,1344.1298828125
17,0.9762319326400757,1307.2337646484375,0.9797172546386719,1289.450927734375
18,0.9762319326400757,1298.655517578125,0.9797172546386719,1282.079345703125
19,0.9762319326400757,1294.147216796875,0.9797172546386719,1307.6829833984375
20,0.9762319326400757,1295.4119873046875,0.9797172546386719,1302.0506591796875
21,0.9762319326400757,1293.454833984375,0.9797172546386719,1316.2183837890625
22,0.9762319326400757,1292.3035888671875,0.9797172546386719,1324.3505859375
23,0.9762319326400757,1293.7584228515625,0.9797172546386719,1295.9566650390625
24,0.9762319326400757,1294.505859375,0.9797172546386719,1306.266845703125
25,0.9762319326400757,1307.417724609375,0.9797172546386719,1311.09716796875
26,0.9762319326400757,1293.6185302734375,0.9797172546386719,1296.46533203125
27,0.9762319326400757,1289.176513671875,0.9797172546386719,1298.5621337890625
28,0.9762319326400757,1288.7542724609375,0.9797172546386719,1293.406982421875
29,0.9762319326400757,1287.60595703125,0.9797172546386719,1294.837890625
