epoch,cosine_similarity,loss,val_cosine_similarity,val_loss
0,0.8998479247093201,6.512983322143555,0.9003275632858276,6.131492614746094
1,0.9055808782577515,6.179698467254639,0.9003275632858276,5.752435207366943
2,0.9076868891716003,5.954164505004883,0.9003275632858276,5.620871543884277
3,0.9059318900108337,5.610946178436279,0.8961160778999329,5.655761241912842
4,0.9038258790969849,5.30765438079834,0.9003275632858276,5.08552360534668
5,0.9016029238700867,5.178650379180908,0.9003275632858276,4.930596828460693
6,0.9021878838539124,5.065399646759033,0.9003275632858276,5.216627597808838
7,0.900783896446228,5.014825820922852,0.9003275632858276,4.6118855476379395
8,0.8989118933677673,4.931955814361572,0.9003275632858276,4.536929130554199
9,0.8983268737792969,4.7770280838012695,0.9003275632858276,4.783904552459717
10,0.8968058824539185,4.712831497192383,0.8736546635627747,4.5263872146606445
11,0.8969228863716125,4.63592529296875,0.9003275632858276,4.628995418548584
12,0.8969228863716125,4.592548847198486,0.8979878425598145,4.493603706359863
13,0.8948168754577637,4.508030891418457,0.9003275632858276,5.112797260284424
14,0.8970398902893066,4.492931842803955,0.8909686207771301,4.59810733795166
15,0.8957529067993164,4.418121337890625,0.9003275632858276,4.745326995849609
16,0.8937945365905762,4.381167411804199,0.8689752221107483,4.582006454467773
17,0.8945828676223755,4.372706890106201,0.899859607219696,4.580782890319824
18,0.8962209224700928,4.319517135620117,0.9003275632858276,4.098823070526123
19,0.8959869146347046,4.3144426345825195,0.9003275632858276,4.450061798095703
20,0.8931788802146912,4.261721134185791,0.9003275632858276,4.418432235717773
21,0.8939979076385498,4.221817970275879,0.899859607219696,4.42055606842041
22,0.8941149115562439,4.183030128479004,0.8993916511535645,4.037468433380127
23,0.8939979076385498,4.18650484085083,0.9003275632858276,4.27979040145874
24,0.8968058824539185,4.153264045715332,0.8483855724334717,4.598927974700928
25,0.8999649286270142,4.121674060821533,0.9003275632858276,4.469568252563477
26,0.8973909020423889,4.117611885070801,0.9003275632858276,4.888674736022949
27,0.898443877696991,4.078096866607666,0.9003275632858276,4.484267234802246
28,0.8986778855323792,4.115360260009766,0.9003275632858276,4.446423530578613
29,0.8934128880500793,4.056614398956299,0.9003275632858276,4.096189022064209
